artist|song|spotify_id|song_id
DangerDoom|Benzi Box (feat. Cee-Lo)|0TbNJ528Suh1ucjN9P2EIo|SOPCPCV12AB017B856
Devo|Big Mess|4WDUNVROWNQ0NPjwAohvXb|SOHMKDM12A6D4F64F2
Dino Merlin|Na Vi|2PFSOiuR12brFg0VINyu5s|SOCMHES12AB0186FCF
Dominique A|Le courage des oiseaux|6sBd3FaPoi5Jp9WJc3xRse|SOBFRNE12A6D4F7995
Ellie Goulding|Starry Eyed|5yh7dNlonUcRobDqcqiz9o|SOKSMZU12AB01867E9
Eminem|'Till I Collapse|4HxsngHxoicuX8GFLtCNKD|SOBPKPW12A6701E8F9
Eminem|Hailie's Song|5WE7HvF49YLz3ppR0I109B|SOPCTBB12AF72A1B64
Eminem|Superman|2wUe2eqoqQWsKxSIVehQGF|SOHEMBB12A6701E907
Emmy the Great|MIA|1gWFsqCHHxpqvqwqSwnFTX|SODLAPJ12A8C142002
Five Iron Frenzy|Canada|24npDZmZh8Vyfy8wnaj5em|SOPUCYA12A8C13A694
Fleetwood Mac|Go Your Own Way|0FeCO85RKW8fDRytwXof2x|SOOXLND12A6D4FE36E
Florence + The Machine|Between Two Lungs|5P0h6KBd690wvoadV9b05c|SOODSPH12AB01819C3
Florence + The Machine|I'm Not Calling You A Liar|0AosnSuC2OxvOfnRO41ZSb|SOILFUU12AB017C75F
Florence + The Machine|My Boy Builds Coffins|1KxcbEY0asYVMR043MjZWq|SOUCPBK12A58A7881A
Florence + The Machine|Rabbit Heart (Raise It Up) (Jamie T and Ben Bones Lionheart Remix)|3wQiRldZlQjAS9FcNI9Rsk|SOOWVNN12A8C140775
Foo Fighters|Learn To Fly|4tjBDR8r3kxBXxQPeRTQgu|SODACBL12A8C13C273
Foo Fighters|The Pretender|0FTZhIxKaX6HqJA0MvGR16|SOQLUTQ12A8AE48037
Future Loop Foundation|What's Your Name|4CD1pkP32OTgXw0dPkFyeS|SOVZHYS12A8C14663F
Future Rock|Gears|1pAGL0Z5YZ3sZwZ0pXUPLt|SOUNJIO12AB0181339
Gorillaz|Clint Eastwood (Ed Case/Sweetie Irie Refix) [Edit]|2ZdBKCs47s8LxMUPU499vc|SOKKUJN12A63110824
Hot Chip|I Feel Better|3S0IXDqnRAzwDxIG7zM97D|SONREBX12A8C142DBA
J. Karjalainen ja Mustat Lasit|Sinisten tähtien alla|7968fxC9GmlqTiYRXT499O|SOMGVYU12A8C1314FF
Jack Johnson|Breakdown|0meRqen1pFnRLmGi6VUAjA|SOJSTYO12A8C13F200
Jack Johnson|Bubble Toes|5wRkuekwphInxpZE60U7SK|SOSPXWA12AB0181875
Jack Johnson|Do You Remember|10CKKSNt6TXe44NmsD5P6Y|SOKUTUM12A6701D9CD
Jack Johnson|Posters|2cqsbFthTXxWPNveKQmXk7|SOYIJIL12A6701F1C1
Jack Johnson|Times Like These|1AgyH6on3osbFelpvd9W8x|SOERYLG12A6701F07F
Jacky Terrasson|Le Jardin d'Hiver|1CRDfNPQbtCGcqeAAgBGdW|SOMCMKG12A8C1347BF
Jason Mraz|Lucky|0lP1yIucCa3oCwcTTC75oN|SOBOAFP12A8C131F36
Jason Mraz|The Remedy (I Won't Worry)|4tK4ARuilOrBzwVQK73E0Y|SOTVJEN12A8C13B064
John Brown's Body|Poor Man's Prayer|0EmDKrJFMFkC7CiBSLFooI|SOPHKVW12AB017F639
Justin Bieber|Eenie Meenie|0GJ8MKuMqb2S4IJ31LQ8Ky|SOGSAYQ12AB018BA14
Justin Bieber|Love Me|5r7qD6QIm5IG5Y2JUpViBR|SOGWJEY12AC9618862
Justin Bieber|Overboard|0GX9k4ni4IDqU1vRHVPmiw|SOLWAHM12AB018EBC8
Justin Bieber|Up|2b7VnjigNmcqQwDEUgEZy0|SOJUXGA12AC961885C
Justin Timberlake|Let's Take A Ride|5CiTmq9yofqo7WWpidqist|SOCVDDD12AB017E85A
Katy Perry|Hot N Cold (Manhattan Clique Remix Radio Edit)|2aRnHc1Q8ydUOSEYo68ztS|SOAVIJW12AB018269B
Katy Perry|Lost|0jg2vmWs74KnqACjw0T4pi|SOLMARC12A8C13FC61
Kid Cudi|Cudi Zone|6P9uVc2SxCOAiextf4udxk|SOEPWYH12AF72A4813
Kid Cudi|Up Up & Away|2iwHqEsNeW0ci3iB8PJzpf|SOARUPP12AB01842E0
King Floyd|Groove Me|0jwGBzwNr9845m3LniqAZD|SONMCDN12A8C141750
Kings of Leon|Be Somebody|0MjMB0xacnWquVTvWLJWZV|SOYDTRQ12AF72A3D61
Kings of Leon|Charmer|5gUDBTuhkJCAD2IJOh4tBr|SOBJCFV12A8AE469EE
Kings of Leon|I Want You|28HbsxoaQzLoWIrmGtwWCH|SOPDRWC12A8C141DDE
Kings of Leon|King Of The Rodeo|5cmNjOISyMYIVjBsGIK44H|SOWGIBZ12A8C136A2E
Kings of Leon|Revelry|0dBBvCiFlcAkI639SkFftk|SOSXLTC12AF72A7F54
Kings of Leon|The Runner|0tKmuRbtWTj7SvFPagSfkD|SOPHBRE12A8C142825
La Roux|I'm Not Your Toy|34J6F3Y9lAUycY6fuRH9qH|SOHOCMM12AB01845E0
La Roux|Quicksand (Standard Version)|7tJEz1dvnnO1hpfTLsp6HK|SOVJUBO12AB017E7D8
Lady Gaga|Beautiful, Dirty, Rich|5E0GkVh1NtUlENn2ujQvNL|SOASXQD12AB018902F
Lady Gaga|Boys Boys Boys|59C8rQGhU7VGLizJKR99Xk|SOSHVEI12AF729AF6B
Lady Gaga|Monster|0kO1o8LrBv1NZk4UJEiRoK|SOEYVHS12AB0181D31
Lady Gaga|Paper Gangsta|2iY7jqy8zBlbk5RliSfTH1|SODXRTY12AB0180F3B
Lady Gaga|Speechless|2PjDWdGvvbLQfRRTQIZPmv|SOXGQEM12AB0181D35
Lady Gaga|Teeth|0jvqsQQTiOMn43ekWGpHT3|SOCBQKE12AB018548E
Lily Allen|Cheryl Tweedy|2S9mBQPywno5qCYjn2uCBw|SOZARJQ12A6D4F66CE
Linkin Park|Crawling|0EorNL6AhJkrR2h4IltoaQ|SOEKSGJ12A67AE227E
Linkin Park|In The End|138JuTi1U3WIROalXod9FB|SOPVQLJ12A67AE2281
Linkin Park|One Step Closer|4LazEhiWM9IUu6aBeL7524|SOLWHSJ12A67AE227B
Lonnie Gordon|Catch You Baby (Steve Pitron & Max Sanna Radio Edit)|1h3fIPQXMxl0zRPd7Lhl4j|SOHTKMO12AB01843B0
MGMT|Time to Pretend|1U0mXbREaTeDN7alQ3D3RE|SOWOMMY127F8096DF9
Metric|Gold Guns Girls|4ftEC8EG6VbxFJFDAMdzZX|SOUOPLF12AB017F40F
Metric|Stadium Love|1Cf1mycL0POHdTFRlgoJX9|SOFKYDZ12AB017F425
Michael Franti|A Little Bit Of Riddim|208MukjekJlseNHopK04gI|SOUOSVR12A8C137061
Miley Cyrus|As I Am|4zEaSgYudAuNzbjQ7ikN0L|SOTGWWO12A8C13E806
Miley Cyrus|Goodbye|1kdS4tXc5HDwsVdGLXAURR|SOSEKZA12A8C13FF24
Miley Cyrus|Party In The U.S.A.|30Xknf1q1rULa1lMfE34JJ|SOVWADY12AB0189C63
Mother Mother|Wrecking Ball|1HAf3HYLNGt8rjYKYpmZlb|SOUINTM12AB01840DF
Muse|Supermassive Black Hole|2NR0YZPNalZnjEgqNy8fuI|SOIZLKI12A6D4F7B61
Natiruts|Jamaica Roots II(Agora E Sempre)|2dkXwUM8BwcEW3xjxrl7CP|SODCNJX12A6D4F93CB
New Young Pony Club|The Get Go|4NE0mPF77mBHc7q9K8djGj|SOAOZNR12A8C13B456
Nickelback|Never Gonna Be Alone|633LS2w2wpl0oNavVgTlMp|SOGIDHJ12AB01800D1
Nina Simone|Night Song|2O0MtQVTROLo0qWhQDkDNu|SODSXUP12AF72A89B2
No Doubt|Don't Speak|6urCAbunOQI4bLhmGpX7iS|SOCVBFV12A6701FB94
No Doubt|Sunday Morning|34vTFoYaYFJ6HRXoONcbdT|SOLGJYY12A6701C431
Phoenix|Lasso|75uPDEpN4FEwrcIMljH2oT|SOZVUCT12A8C1424BE
Radiohead|(Nice Dream)|4Bcpvcc7zY6E6WzDk1sSnT|SOQQQMM12A6310DFCC
Rihanna|Te Amo|0vU7Vb42qkjeSsmmNG5g3W|SOHZPIK12A58A7CCAE
Rise Against|Savior|0M5YQrXwslnrJETjpghqt6|SOUJVIT12A8C1451C1
Ron Carter|I CAN'T GET STARTED|5opFNCjclGb6PTQnvG9z7X|SOUNZHU12A8AE47481
Röyksopp|Happy Up Here|0Td2SwSs757UQ8zQ9EnZYY|SOXNZUH12AB018393F
Shania Twain|Nah! (Red Album Version)|0oSeIKmteMy1HSOcgsTZrB|SOBABRB12A6701DF4B
Soja|Be Aware|4YQRwVSQ27ycemS7A1Zodx|SORZSTP12A8C133573
Stone Temple Pilots|Interstate Love Song|1AfYo6cKm3yHsJHdmNoGO1|SONGABP12A8C1442D4
Tears for Fears|Head Over Heels|0QPsFbaHuPDZ7AsTfSstU8|SOBYZRW12A58A7ABF1
The All-American Rejects|Breakin'|16E2GvzOOzHxnef5xovXwm|SODZYMB12AF72A0512
The All-American Rejects|Gives You Hell|1sK9erdOUxWqZjlIRvDYHN|SOGPNGN12A8C143969
The All-American Rejects|My Paper Heart|5a8h11oOGfJbR9YVfIuwzl|SOONUTJ12A6701D7B4
The All-American Rejects|One More Sad Song|0YgO9t2vxzaCN6iblGGQAj|SOGKGDF12AF72A5DD6
The All-American Rejects|Too Far Gone|4blz2MynG29JzUaJmrtdkg|SOKOTYF12A8C13F2E7
The Cheetah Girls|Shake A Tail Feather|0utYXvJeCGn7l40NkPrbw8|SOQCBWP12AB017F805
The Distillers|City Of Angels|5sZT4v9oR0Vn025zRXtcpn|SORKMCT12A8C136ED7
The Fray|Over My Head (Cable Car)|1N62wozuHCvczCkY4QidpP|SOLIICC12AF72A64FB
The Frumpies|Fuck Kitty|1kJtv5K9jIjV8BMrt1t0JN|SOIZFTE12AB0186842
The Killers|All The Pretty Faces|4ZA4IKmmAWqFofDfUINTLJ|SOGVKXX12A67ADA0B8
The Killers|Human (Armin van Buuren Club Remix)|44TPzcRWTmqrCui4gOIF7i|SOGBKFC12AB01843FC
The Killers|Losing Touch|0ORrEWcI3Da6iV6pplqQWa|SOAVWHY12AB017C6C0
The Killers|When You Were Young|1aadO9bdRZXDGtu5LxUOX1|SOZVCRW12A67ADA0B7
The Killers|Who Let You Go?|24BO3LuN4nrvR9QwoUSB0b|SOIXKRK12A8C140BD1
The Pierces|Three Wishes (Gossip Girl Soundtrack Version)|3JqlvBYHgdJE7le7eVueuQ|SOOMEMR12A58A78159
The Pussycat Dolls|I'm Done|1H8fMGS0Q339b1Vv26yMhQ|SOVDYZE12A58A7AA62
The Pussycat Dolls|Love The Way You Love Me|0WDmg3xv6cjy8A4nKk0RkW|SOHQGIA12A8C1425E3
The Rolling Stones|Jumping Jack Flash (Live At The Beacon Theatre, New York / 2006)|281J4XFm5DLfVt1nKNBsPn|SOALEQA12A58A77839
The Runaways|Born To Be Bad|1BFsZ5rgrgFQbKgmxXKgHj|SOZDBTR12AF72A0756
The Smiths|Stop Me If You Think You've Heard This One Before|1mNIzFnYuuFpcIONr8UBAw|SOALBSB12A58A814C0
The White Stripes|Seven Nation Army|4zA30wJPvNvQ3WjB8jtGaF|SOAUFOF12AB0180C65
Tiny Vipers|They Might Follow You|7eb0lCy1UXaKyPWy14sCDD|SOBUBLL12A58A795A8
Todd Barry|Sugar Ray|4VjuHavv2loEUL61cXUy3R|SOLGPOU12A58A7EA20
Tom Petty and The Heartbreakers|Into The Great Wide Open|63xBnyUVKIupzjHno4wFs3|SOTHUTZ12A6D4F7A7B
Train|Drops of Jupiter|23rc0FT9mCa12LjYSeDXlW|SOVXBOT12A8C136816
Travie McCoy|Billionaire|0uDKjh2ZRowiLuFvgH4lgZ|SOPTLQL12AB018D56F
Triumvirat|Waterfall|1hmcu4gSunXb9RJGQgd86b|SOPIEIJ12A6D4F8F81
Tub Ring|Invalid|75cTfyv2XauL07tPoXQFlf|SOUFTBI12AB0183F65
Vetiver|More of This|5qy7XxkLfxkpW3EbS00pYa|SOZOVSN12AB017C19E
White Denim|Transparency (Bonus Track)|5zcIpzF4oZvBoDe9sa8f3k|SOOGNOZ12AAF3B2936
