artist|song|spotify_id|song_id
Beck|Atmospheric Conditions|2k1jRkShItVi8Ew4PRfLtl|SOCZWKX12AAF3B34D1
Beck|Clock|3RsdCOlFHlJqwlTgS8CA7c|SODMHXD12A8C137F53
Beck|Earthquake Weather|29A9NfDZoTBhmHxCoBtMWQ|SOGCDRE12A58A7B42A
Beck|End Of The Day|62yVSJdKUxLy8YW2ozUYhJ|SOCIAFQ12AF72A154F
Beck|Fourteen Rivers Fourteen Floods|3qVnsdJia7O24VGNg6gcim|SOVCBCN12AAF3B3442
Beck|Girl|0RCBZCVH7nUJWu7wZmwPLw|SORFHBD12A58A7C3E3
Beck|Gold Chains|29RVIevBxwfo6q86wuEl86|SOXFHTF12A8C137F3C
Beck|Guess I'm Doing Fine|6Pxqd7tcXE0t4mfK7PGDra|SOPMHBZ12A6701E0FE
Beck|Hell Yes|3znBrVCm8KMKHKoKYgZUWc|SOGIPOB12A6701CC4A
Beck|I've Seen The Land Beyond|3XEfx0is3dH0dfCcvHmFpt|SORIMOR12AAF3B3464
Beck|It's All In Your Mind|628lkPpEgupD16dTS454ls|SOEASNB12A6701E102
Beck|Modern Guilt|02Ths5ois3ERay9ckpzPFR|SOJIMZR12A8C141643
Beck|Nausea|1sYlR62mEZKXrUlQNELkzH|SOYQFOA12AB0186AF6
Beck|One Foot In The Grave|7Ju8CsHRIbxU6AToazRcp5|SOTZJBM12AAF3B4075
Beck|Orphans|21DOvAWgtO3gPGHxRuddRb|SOMCHRA12A8C141637
Beck|Runners Dial Zero -|0gTH376lxj1mc93oC4yrXL|SOGFXTG12A6701F69C
Beck|Scarecrow|0fhREmkuJsjaVi48aGngEr|SOVQBMZ12A6701CC4C
Beck|See Water|23R6Y6YQzUEjIcb4Qz8F3p|SORNGPJ12AAF3B3BB8
Beck|Tropicalia|0BvuUfEWDLzx9OTWEC9b26|SOSXIZS12A58A789C4
Beck|Trouble All My Days|1sAP3iq1AD6lMJNnR3DKsH|SOFHZTG12A8C137076
Beck|Volcano|3eTzmG4B2YRSZtm9FImLZX|SOPVMLE12A8C141654
Beck|Whiskey Can Can|37YgBNk3qqVJCFaUE8jxJF|SOETURD12AAF3B42F9
Beck|Youthless|0GqTiJc48ludGmtEVir978|SOCDPYE12A8C141645
Bedouin Soundclash|Criminal|6OQJ6NoIynGHzvax9mtdlB|SOAEKQS12A67AE0287
Bedouin Soundclash|Jeb Rand|4AhKbm1w5HTE4x5bBml6gC|SOKWYPU12A67AE0286
Bedouin Soundclash|Music My Rock|3v84gG7fFklbrtlmFc8Dv4|SOZAKUF12A67AE0289
Bedouin Soundclash|Nothing To Say|0W4HdEJyb4AEsvgPpKWZ1i|SOGFLXQ12A67AE028C
Bedouin Soundclash|Rude Boy Don't Cry|1ZVFH0elNxAWrXjK5EOyDS|SOQOIRM12A67AE028A
Bedouin Soundclash|Shadow Of A Man|5JboIcsmDg5DKxHzycHS54|SOCQIQY12A8C140363
Bedouin Soundclash|Shelter|0Ky0CP5EX2WAxLDogkMQk2|SOIYDLL12A67AE0281
Bedouin Soundclash|When The Night Feels My Song|4DFtwJ6HxD4PChSeKU1sEo|SOYZHGH12A67AE0ED5
Bee Gees|Islands In The Stream|1bGFeN30V3DpkoA93lBFBQ|SOVMEMU12AB0183A92
Beirut|Brandenburg|5fOvIva2Z0Vq83zeKpyIfe|SOOZETL12A6D4F95A2
Beirut|Rhineland (Heartland)|1zt3iOVOg3NkNH3fgR9rdi|SOBAAAB12A6D4F95A5
Beirut|St. Apollonia|15v1dzpoIoGcjKHgr5n6e9|SOUQNGY12A81C2237B
Bell X1|Like I Love You|7bBEfbWoWGaGslN63SZu2v|SORRKIP12A6D4F9EAD
Belle and Sebastian|Get Me Away From Here, I'm Dying|5KJODqBbl51eURh8cLq0n5|SOICTOM12A6D4FCE8F
Beneath the Massacre|Reign of Terror|20k9bnO3qC7tGuwrgmUXRd|SOJFBAC12AB01848D6
Benjamin Taylor|Wicked Way|2vzeoJp4ghFdS3yxQxMpym|SONQTMK12AB01819D8
Benjy Ferree|Fear|086FW7XB8RHRfU0BWy6oit|SORXMNW12A58A7D198
Bersuit Vergarabat|En La Ribera|21y6kGz4rsDvcyxd1poo9d|SOQKYPY12A58A76B2C
Bersuit Vergarabat|Mi Caramelo (Live In Buenos Aires / 2001)|2pC6LUWFEf2S6BIuBjrWWF|SONGZLF12AB0183509
Bersuit Vergarabat|Murguita Del Sur|76TO8YkBaAe4rtw4oBujjP|SOTYYMO12A8C145122
Bersuit Vergarabat|Yo Tomo|7d6HMhA8yAsWgavZCj5rPo|SOBVTVL12A8C1422D7
Betty Wright|Baby Sitter|145GvNPbJdcYG9qk9Zgtzg|SOQCHSX12A6701FDA5
Beyoncé|Gift From Virgo|4279oU6URvHN2xy0bIqbX7|SOWBPNX12A8C13465B
Beyoncé|He Still Loves Me|3DUGipZXIfuxh1yb8wogkM|SOYEQWP12A8C138125
Beyoncé|Scared Of Lonely|1ekakXtk73Pa1nzR4SR0wL|SOTADIM12AB017EFC7
Big D and the Kids Table|Little Bitch|2BYuk9wk1sGsoA0yYP94Z6|SORRIMC12A8C137ADF
Billy Idol|Sherri|2QBN820C0ILDt158mcNvZk|SOGGEPS12AF72A772D
Björk|It's Oh So Quiet|0yzZwfYnnXPNmFobvOytyZ|SOXMCEI12A8C132688
Björk|Undo (Live - Vespertine World Tour 2001)|0nyG3wCTgesXi6VpY7gYmK|SOAUWYT12A81C206F1
Black Kids|Look At Me (When I Rock Wichoo)|0hsaRNJBBPIas5CH9SE8lx|SORWDOA12A6D4FB4D7
Black Tide|Shockwave (Album Version (Explicit))|2PZYXMzYWtNPxivGrtKh2q|SOLMOJP12A6D4FB953
Blackalicious|Reanimation|6Yo5Vfbn6ZZcaqhTmGy70o|SOOVFWH12A58A7C62A
Blackstreet|Happy Song (Tonite)|1lNjfA6Vo68POpqCar4HHU|SOKITKH12A679D7E6A
Blackstreet|I Got What You On|09WkHoPoxf4GF3WcGkn1Yq|SOPBXLL12A6701FDAD
Blackstreet|I Wanna Be Your Man|5cVEYMRw9HtEkgHvd2gw0z|SOQCPWG12A679D7E63
Blank Dogs|Pieces|347f3vOnMmR3LS76g54uQV|SOQCGUL12AB01821D4
Blank Dogs|RCD Song|2fceBRjkAxE5MPovZzYESC|SOIALXW12AB01821E2
Blank Dogs|Three Window Room|3y40zc9ZDyoNZlkQcZtq1v|SOKOCGD12AF72A00CC
Blind Melon|Dear Ol' Dad|1S1AJxIqQFuOOLskqX55OZ|SOXWBNX12A6D4F914B
Blind Melon|Deserted|38PW5ZYnLPwM4kVgLjOECH|SOUUDWV12A6D4F914E
Blitzen Trapper|Black River Killer|0iOI6HIFMXmA5JqpJkzzeP|SOVDSTI12A8C145B85
Blitzen Trapper|Furr|11MWcx5AxODCegkETJ25VH|SOTKWNM12A8C145B71
Blitzen Trapper|Lady On the Water|3Vsslu3HC0RKZ9klNzzJxg|SOCZULS12A8C145B9E
Blitzen Trapper|Love U|1q128isbwVBl4cOfpTDeJh|SOQRIQF12A58A7A365
Bloc Party|Helicopter (Weird Science Remix feat. Peaches)|6ttq8nEaf4YvCLPopTHlzO|SOBGYAI12AF72AA7C0
Blondie|A Shark In Jets Clothing (2001 Digital Remaster)|0LHr9j0tIbobQVLgsorY4a|SOQSOPN12A6D4F6426
Blondie|Atomic '98 (Xenomania Mix)|5WSr9AKC0iCQKYVF2Y6w8t|SOTVZIB12A6D4F694A
Blondie|Bang A Gong (Get It On) (2001 Digital Remaster)|4G2Okhq2vlkGrAE1qPgXOB|SOJJLRO12A6D4F644C
Blondie|Call Me (Spanish Version) (2004 Digital Remaster)|1uc5UT9vdb5A9zrZRuzBge|SOLHCAL12A670211FE
Blondie|Fade Away And Radiate (2001 Digital Remaster)|4pA4Q2WYiDTy4tiMXND1Ky|SOKWZFU12AF72A0AFB
Blondie|In The Flesh (2001 Digital Remaster)|7Fpj7Xbn7dem6qnPrazAmj|SOHYRWW12A6D4F7A41
Blondie|In The Flesh (24-Bit Remastered 02) (2002 Digital Remaster)|25FjnQYp3cwebalQl1y4oG|SOTILXT12A6D4F7F20
Blondie|In The Sun (2001 Digital Remaster)|71VWdcM1KLNPKhbrtQVrUg|SOELZJC12A6D4F6425
Blondie|Once I Had A Love (AKA The Disco Song) (1975 Version) (2001 Digital Remaster) (24-Bit Digital Remaster)|4BB43HNY8apZqwSiaVPtjS|SOPOSMB12A58A7D6BA
Blondie|The Thin Line (2001 Digital Remaster)|5asBL3ziBnJtciZO3BjNW3|SOYOEIX12A6D4F6429
Bloodhound Gang|Lift Your Head Up High (And Blow Your Brains Out)|24tozXr3rJqJsupUeRRZW4|SONSHLY12A6701EB77
Bloodhound Gang|The Ballad Of Chasey Lain|6B9aLhwkScND4UK6yuMO8v|SOYTENY12AF72A9A38
Blue Highway|A Week From Today|0Qop74kCISc2DqIACpBxp1|SODWTNC12A58A7CE19
Blue Highway|Homeless Man|3KEIj5Cwt8swPRONxS7GXs|SOQIFOH12AAF3B3385
Blue Highway|It Won't Be Long|6wUSt8lasmlPpJgSSqkAtF|SOZKXWT12A58A7E03D
Blue Highway|Just Another Gravel In The Road|5dC2ESwkWrJBHIXeJtKlrW|SOYHWOT12AAF3B33A4
Blue Highway|Old Brush Arbors|6QHLvkkCm8DurGoQPqMCXB|SOIVWKV12AAF3B3373
Blue Highway|Through The Window Of A Train|0exIPn5H5iYoixjdSTMH2M|SOXVVEO12AAF3B337B
Blue Highway|Travelling Preacher|7dipclLr9KTLQiCPDQO1GK|SOIXTMM12AAF3B3353
