artist|song|spotify_id|song_id
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOBONKR12A58A7A7E0
Alliance Ethnik|Sincerité et jalousie|1uaQVVz7OWo5uxwNVTEGiR|SOBOUPA12A6D4F81F1
Eminem|'Till I Collapse|4HxsngHxoicuX8GFLtCNKD|SOBPKPW12A6701E8F9
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOBRHVR12A8C133F35
Tiny Vipers|They Might Follow You|7eb0lCy1UXaKyPWy14sCDD|SOBUBLL12A58A795A8
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOBWSGV12AB018B5E0
Tears for Fears|Head Over Heels|0QPsFbaHuPDZ7AsTfSstU8|SOBYZRW12A58A7ABF1
Craig David|Hands Up In The Air|3LvghmNPolOac7uiQpPBSA|SOBZBQR12A67ADA92F
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOBZZDU12A6310D8A3
Lady Gaga|Teeth|0jvqsQQTiOMn43ekWGpHT3|SOCBQKE12AB018548E
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOCHTHF12AB017E206
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOCHYVZ12A6D4F5908
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOCKSGZ12A58A7CA4B
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOCLMAD12AB017FC09
Dino Merlin|Na Vi|2PFSOiuR12brFg0VINyu5s|SOCMHES12AB0186FCF
Alliance Ethnik|Creil city|0Fghw1Ky3HNSvj04EtPrnf|SOCNAXF12A6D4F9B34
No Doubt|Don't Speak|6urCAbunOQI4bLhmGpX7iS|SOCVBFV12A6701FB94
Justin Timberlake|Let's Take A Ride|5CiTmq9yofqo7WWpidqist|SOCVDDD12AB017E85A
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOCVTLJ12A6310F0FD
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOCWRWK12AB0188CCA
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOCYOTN12A8C13A4B1
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SODABFP12AB01845EC
Foo Fighters|Learn To Fly|4tjBDR8r3kxBXxQPeRTQgu|SODACBL12A8C13C273
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SODCADR12AF72A1A99
Natiruts|Jamaica Roots II(Agora E Sempre)|2dkXwUM8BwcEW3xjxrl7CP|SODCNJX12A6D4F93CB
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SODEAWL12AB0187032
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SODEOCO12A6701E922
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SODEYDM12A58A77072
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SODGJKH12AAA8C9487
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SODGVGW12AC9075A8D
Crystal Castles|Knights|6kkvgNWMJpoAsfWsnXrbfb|SODJCKV12A8C13ED5D
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SODJDHK12AB0181540
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SODJWHY12A8C142CCE
Emmy the Great|MIA|1gWFsqCHHxpqvqwqSwnFTX|SODLAPJ12A8C142002
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SODLLYS12A8C13A96B
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SODOWUC12AC9097E76
Nina Simone|Night Song|2O0MtQVTROLo0qWhQDkDNu|SODSXUP12AF72A89B2
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SODUGQV12AF72A6803
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SODVSFY12AB017F8ED
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SODXFAS12A58A7B24B
Lady Gaga|Paper Gangsta|2iY7jqy8zBlbk5RliSfTH1|SODXRTY12AB0180F3B
The All-American Rejects|Breakin'|16E2GvzOOzHxnef5xovXwm|SODZYMB12AF72A0512
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOEBOWM12AB017F279
Barry Tuckwell|Horn Concerto No. 4 in E Flat, K.495: II. Romance (Andante cantabile)|1AB3OIojHx9Ga4v3pIp9Y7|SOEGIYH12A6D4FC0E3
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOEHDTU12AF72A8BD5
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOEHEIS12A6D4F92B8
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOEHWGF12A6D4F8B2B
Linkin Park|Crawling|0EorNL6AhJkrR2h4IltoaQ|SOEKSGJ12A67AE227E
Kid Cudi|Cudi Zone|6P9uVc2SxCOAiextf4udxk|SOEPWYH12AF72A4813
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOEPZQS12A8C1436C7
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOEQJBS12A8AE475A4
Jack Johnson|Times Like These|1AgyH6on3osbFelpvd9W8x|SOERYLG12A6701F07F
Lady Gaga|Monster|0kO1o8LrBv1NZk4UJEiRoK|SOEYVHS12AB0181D31
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOFCPOU12A8C13BF40
Camila|Alejate de Mi|0YMFTGEEdpgqm7OZhpQNcW|SOFDJSB12AB0183B5B
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOFEGST12A58A7D682
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOFGJCW12AF72A812D
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOFKABN12A8AE476C6
Metric|Stadium Love|1Cf1mycL0POHdTFRlgoJX9|SOFKYDZ12AB017F425
Cartola|Tive Sim|0b39g01pl1lRSNDaQDmWVl|SOFLJQZ12A6D4FADA6
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOFQWHD12A58A7C5AC
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOFRAPE12A8C132C03
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOFRCGW12A81C21EA6
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOFRQTD12A81C233C0
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOFVZRE12A8C139783
The Killers|Human (Armin van Buuren Club Remix)|44TPzcRWTmqrCui4gOIF7i|SOGBKFC12AB01843FC
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOGCLIK12AF729D5C0
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOGCWUH12AC90732B0
Nickelback|Never Gonna Be Alone|633LS2w2wpl0oNavVgTlMp|SOGIDHJ12AB01800D1
The All-American Rejects|One More Sad Song|0YgO9t2vxzaCN6iblGGQAj|SOGKGDF12AF72A5DD6
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOGPBAW12A6D4F9F22
The All-American Rejects|Gives You Hell|1sK9erdOUxWqZjlIRvDYHN|SOGPNGN12A8C143969
Justin Bieber|Eenie Meenie|0GJ8MKuMqb2S4IJ31LQ8Ky|SOGSAYQ12AB018BA14
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOGTDJQ12A8C13324F
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOGTQNI12AB0184A5C
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOGUUQH12A8C1427D6
The Killers|All The Pretty Faces|4ZA4IKmmAWqFofDfUINTLJ|SOGVKXX12A67ADA0B8
Justin Bieber|Love Me|5r7qD6QIm5IG5Y2JUpViBR|SOGWJEY12AC9618862
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOGZCOB12A8C14280E
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOHCUMK12A8C14078A
Eminem|Superman|2wUe2eqoqQWsKxSIVehQGF|SOHEMBB12A6701E907
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOHFNKO12AB017C772
Devo|Big Mess|4WDUNVROWNQ0NPjwAohvXb|SOHMKDM12A6D4F64F2
La Roux|I'm Not Your Toy|34J6F3Y9lAUycY6fuRH9qH|SOHOCMM12AB01845E0
The Pussycat Dolls|Love The Way You Love Me|0WDmg3xv6cjy8A4nKk0RkW|SOHQGIA12A8C1425E3
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOHRQFL12A6D4F3C8A
Lonnie Gordon|Catch You Baby (Steve Pitron & Max Sanna Radio Edit)|1h3fIPQXMxl0zRPd7Lhl4j|SOHTKMO12AB01843B0
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOHYSXA12AB0186704
Rihanna|Te Amo|0vU7Vb42qkjeSsmmNG5g3W|SOHZPIK12A58A7CCAE
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOIBLKQ12AB0183E85
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOIDDNJ12AC9071B90
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOIIOUS12A8AE47E20
Florence + The Machine|I'm Not Calling You A Liar|0AosnSuC2OxvOfnRO41ZSb|SOILFUU12AB017C75F
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOINUJV12A8C1429E9
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOIPYPB12A8C1360D4
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOISNSU12AC468C0D8
The Killers|Who Let You Go?|24BO3LuN4nrvR9QwoUSB0b|SOIXKRK12A8C140BD1
The Frumpies|Fuck Kitty|1kJtv5K9jIjV8BMrt1t0JN|SOIZFTE12AB0186842
Muse|Supermassive Black Hole|2NR0YZPNalZnjEgqNy8fuI|SOIZLKI12A6D4F7B61
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOJGSIO12A8C141DBF
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOJNNUA12A8AE48C7A
Jack Johnson|Breakdown|0meRqen1pFnRLmGi6VUAjA|SOJSTYO12A8C13F200
Cage the Elephant|Ain't No Rest For The Wicked|0BKR4QaJXDPcOb22guDY1p|SOJTLHS12A8C13F633
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOJTLUY12A58A7D1E3
Justin Bieber|Up|2b7VnjigNmcqQwDEUgEZy0|SOJUXGA12AC961885C
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOKEOYV12AB017BAE9
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOKHDEP12A8C144ADB
Gorillaz|Clint Eastwood (Ed Case/Sweetie Irie Refix) [Edit]|2ZdBKCs47s8LxMUPU499vc|SOKKUJN12A63110824
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOKLRPJ12A8C13C3FE
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOKLSGL12AF72A2AF4
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOKMHKY12AF72AB079
The All-American Rejects|Too Far Gone|4blz2MynG29JzUaJmrtdkg|SOKOTYF12A8C13F2E7
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOKOXWU12AF72AD1BC
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOKRAMY12A8C140804
Ellie Goulding|Starry Eyed|5yh7dNlonUcRobDqcqiz9o|SOKSMZU12AB01867E9
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOKUAGP12A8C133B94
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOKUPAO12AB018D576
Jack Johnson|Do You Remember|10CKKSNt6TXe44NmsD5P6Y|SOKUTUM12A6701D9CD
Bedouin Soundclash|Jeb Rand|4AhKbm1w5HTE4x5bBml6gC|SOKWYPU12A67AE0286
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOLCJYI12A8C1340FA
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOLCKAS12A8C14242A
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOLDUYB12A67020910
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOLFXKT12AB017E3E0
No Doubt|Sunday Morning|34vTFoYaYFJ6HRXoONcbdT|SOLGJYY12A6701C431
Todd Barry|Sugar Ray|4VjuHavv2loEUL61cXUy3R|SOLGPOU12A58A7EA20
Blur|For Tomorrow|4tS1IcYP6LY3ksX5pBfp1I|SOLHJZE12AF72A881A
The Fray|Over My Head (Cable Car)|1N62wozuHCvczCkY4QidpP|SOLIICC12AF72A64FB
Coldplay|Sparks|7D0RhFcb3CrfPuTJ0obrod|SOLJWIQ12A6D4FA875
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOLLNTU12A6701CFDC
Katy Perry|Lost|0jg2vmWs74KnqACjw0T4pi|SOLMARC12A8C13FC61
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOLMIUU12A58A79C99
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOLRGNF12AB0187CF4
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOLRGVL12A8C143BC3
Justin Bieber|Overboard|0GX9k4ni4IDqU1vRHVPmiw|SOLWAHM12AB018EBC8
Linkin Park|One Step Closer|4LazEhiWM9IUu6aBeL7524|SOLWHSJ12A67AE227B
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOLWZVR12AB01849C6
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOLZEED12A6D4FA8C9
Jacky Terrasson|Le Jardin d'Hiver|1CRDfNPQbtCGcqeAAgBGdW|SOMCMKG12A8C1347BF
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOMGIYR12AB0187973
J. Karjalainen ja Mustat Lasit|Sinisten tähtien alla|7968fxC9GmlqTiYRXT499O|SOMGVYU12A8C1314FF
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOMKHKP12A6D4F8BA7
Beastie Boys|The Maestro (2009 Digital Remaster)|7bG6voBTtt2o4iKrH2LKbs|SOMMONH12A6D4F41CD
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOMMYNX12A58A7D9A6
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOMNXML12A6D4F8386
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOMOFOP12AB01825DD
Coldplay|In My Place|2aXZp30TocFnABRPF1Isrl|SOMRYYN12A6310F0F3
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOMSQXY12A6310D81E
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOMXKNW12A8C141932
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOMYXWV12A8C14232E
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SONEWAX12AB018DD3F
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SONFNJO12A8C136FD2
Stone Temple Pilots|Interstate Love Song|1AfYo6cKm3yHsJHdmNoGO1|SONGABP12A8C1442D4
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SONHVVE12AB018D038
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SONIQRE12AF72A2B02
King Floyd|Groove Me|0jwGBzwNr9845m3LniqAZD|SONMCDN12A8C141750
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SONNSYV12A8C146BEC
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SONOSAZ12A8C13D452
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SONOYIB12A81C1F88C
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SONQBUB12A6D4F8ED0
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SONQEYS12AF72AABC9
Hot Chip|I Feel Better|3S0IXDqnRAzwDxIG7zM97D|SONREBX12A8C142DBA
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SONTFRJ12A58A7EEC6
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SONVZQD12AB018E6EC
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SONYKOW12AB01849C9
Florence + The Machine|Between Two Lungs|5P0h6KBd690wvoadV9b05c|SOODSPH12AB01819C3
Band of Horses|No One's Gonna Love You|0MRuDaaklRKJYERVgnVWtf|SOOECND12A8C13A0EA
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOOEGCA12A6D4F8B80
Alliance Ethnik|Représente|1RZKRHaNFoMelRo9m5Fg3a|SOOFYTN12A6D4F9B35
White Denim|Transparency (Bonus Track)|5zcIpzF4oZvBoDe9sa8f3k|SOOGNOZ12AAF3B2936
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOOJJCT12A6310E1C0
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOOLULU12A6701FBC4
The Pierces|Three Wishes (Gossip Girl Soundtrack Version)|3JqlvBYHgdJE7le7eVueuQ|SOOMEMR12A58A78159
The All-American Rejects|My Paper Heart|5a8h11oOGfJbR9YVfIuwzl|SOONUTJ12A6701D7B4
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOORFBA12A8C13E49E
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOOVSUC12A8C13ED09
Florence + The Machine|Rabbit Heart (Raise It Up) (Jamie T and Ben Bones Lionheart Remix)|3wQiRldZlQjAS9FcNI9Rsk|SOOWVNN12A8C140775
Fleetwood Mac|Go Your Own Way|0FeCO85RKW8fDRytwXof2x|SOOXLND12A6D4FE36E
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOOXVHJ12AB017C566
Charlie Louvin|I Think I'll Live|2TxSRQiP7xz4vKxabdlpx1|SOPABZM12A6D4FC668
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOPAYPV12AB017DB0C
DangerDoom|Benzi Box (feat. Cee-Lo)|0TbNJ528Suh1ucjN9P2EIo|SOPCPCV12AB017B856
Eminem|Hailie's Song|5WE7HvF49YLz3ppR0I109B|SOPCTBB12AF72A1B64
Kings of Leon|I Want You|28HbsxoaQzLoWIrmGtwWCH|SOPDRWC12A8C141DDE
Kings of Leon|The Runner|0tKmuRbtWTj7SvFPagSfkD|SOPHBRE12A8C142825
John Brown's Body|Poor Man's Prayer|0EmDKrJFMFkC7CiBSLFooI|SOPHKVW12AB017F639
Triumvirat|Waterfall|1hmcu4gSunXb9RJGQgd86b|SOPIEIJ12A6D4F8F81
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOPPROJ12AB0184E18
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOPQLBY12A6310E992
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOPREHY12AB01815F9
Christina Aguilera|Genie in a Bottle|0Ve9NtjjLDfMNk8DbcfEW6|SOPRFNT12AB017F8E9
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOPSOHT12A67AE0235
Travie McCoy|Billionaire|0uDKjh2ZRowiLuFvgH4lgZ|SOPTLQL12AB018D56F
Five Iron Frenzy|Canada|24npDZmZh8Vyfy8wnaj5em|SOPUCYA12A8C13A694
Linkin Park|In The End|138JuTi1U3WIROalXod9FB|SOPVQLJ12A67AE2281
Coldplay|Yellow|3e0wYnFxkqinmtXebYPMSt|SOPXKYD12A6D4FA876
The Cheetah Girls|Shake A Tail Feather|0utYXvJeCGn7l40NkPrbw8|SOQCBWP12AB017F805
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOQCGHN12AB0181246
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOQFEDG12AB018DD24
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOQGVCS12AF72A078D
Foo Fighters|The Pretender|0FTZhIxKaX6HqJA0MvGR16|SOQLUTQ12A8AE48037
Bedouin Soundclash|Rude Boy Don't Cry|1ZVFH0elNxAWrXjK5EOyDS|SOQOIRM12A67AE028A
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOQQGBB12A6D4FCE33
Radiohead|(Nice Dream)|4Bcpvcc7zY6E6WzDk1sSnT|SOQQQMM12A6310DFCC
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOQWYAQ12A6D4FB9A3
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOQZYQH12A8AE468E5
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SORALYQ12A8151BA99
A Day to Remember|If It Means a Lot to You|2vA7kqr5BSEC5esLdGAfMT|SORBBFV12AB017D710
The Distillers|City Of Angels|5sZT4v9oR0Vn025zRXtcpn|SORKMCT12A8C136ED7
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SORVEKH12A6D4F6CF2
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SORWLTW12A670208FA
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SORZCRI12A8AE4807B
Soja|Be Aware|4YQRwVSQ27ycemS7A1Zodx|SORZSTP12A8C133573
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOSBGZJ12A8C134285
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOSBNIU12AB017CFEB
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOSCIZP12AB0181D2F
Miley Cyrus|Goodbye|1kdS4tXc5HDwsVdGLXAURR|SOSEKZA12A8C13FF24
Lady Gaga|Boys Boys Boys|59C8rQGhU7VGLizJKR99Xk|SOSHVEI12AF729AF6B
Chromeo|Fancy Footwork (Laidback Luke remix)|1YZlqqXoVznFIRNu3pqBhB|SOSJDQJ12A8C13D4A9
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOSJSSU12A6D4F8F41
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOSLQQJ12AB017BDCC
Jack Johnson|Bubble Toes|5wRkuekwphInxpZE60U7SK|SOSPXWA12AB0181875
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOSRIHB12A8C13608B
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOSROFB12AAF3B4C5D
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOSUUQF12A6D4F8B2A
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOSVDRD12A67ADAEF1
Coldplay|Shiver|6LFG5WLD8KWSb308OU35q9|SOSVPIE12A6D4FA873
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOSVQNK12AC468D6BE
Kings of Leon|Revelry|0dBBvCiFlcAkI639SkFftk|SOSXLTC12AF72A7F54
Cosmo Vitelli|Robot Soul (Radio Edit)|2gIVqrC5BG8BMeO9r1qtCr|SOSYOHI12A8C144584
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOSZJFV12AB01878CB
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOTASGN12AC9075A8F
Angels & Airwaves|The Gift|3TUrTR7E3gFiditkFXkm5b|SOTCMDJ12A6D4F8528
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOTEGWG12AB01897AC
Bon Jovi|Why Aren't You Dead?|3xSWd9tazXkKB32yQ3uuYe|SOTFAXT12A3F1E9AA9
Miley Cyrus|As I Am|4zEaSgYudAuNzbjQ7ikN0L|SOTGWWO12A8C13E806
Tom Petty and The Heartbreakers|Into The Great Wide Open|63xBnyUVKIupzjHno4wFs3|SOTHUTZ12A6D4F7A7B
Blitzen Trapper|Furr|11MWcx5AxODCegkETJ25VH|SOTKWNM12A8C145B71
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOTKYBW12A8C13C3EA
